id,date,day,month,year,customer_age,age_group,customer_gender,country,state,product_category,sub_category,product,order_quantity,unit_cost,unit_price,profit,cost,revenue
12642,2016-08-02,8,February,2016,28,Young Adults (25-34),M,France,Pas de Calais,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,54,48,102
17317,2015-09-08,9,August,2015,49,Adults (35-64),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,7,7,9,5,49,54
73715,2016-02-13,13,February,2016,30,Young Adults (25-34),M,France,Seine (Paris),Clothing,Socks,"Racing Socks, M",25,3,9,110,75,185
45622,2014-07-20,20,July,2014,50,Adults (35-64),F,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",21,38,50,21,798,819
8405,2013-11-15,15,November,2013,41,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,81,56,137
78574,2014-01-28,28,January,2014,40,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5,81,56,137
92409,2014-05-02,5,February,2014,17,Youth (<25),F,Australia,Victoria,Accessories,Tires and Tubes,HL Road Tire,13,12,33,183,156,339
22731,2016-06-26,26,June,2016,28,Young Adults (25-34),M,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,14,3,8,68,42,110
68677,2011-09-23,23,September,2011,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1371,2171,3542
84408,2014-07-04,7,April,2014,26,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,21,2,5,59,42,101
91050,2013-09-18,18,September,2013,38,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,30,2,5,89,60,149
34513,2016-03-28,28,March,2016,60,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35,469,286,755
72917,2016-02-19,19,February,2016,34,Young Adults (25-34),F,United States,California,Clothing,Shorts,"Women's Mountain Shorts, S",11,26,70,469,286,755
35850,2014-02-25,25,February,2014,43,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,300,273,573
97845,2016-04-03,4,March,2016,32,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,ML Mountain Tire,9,11,30,112,99,211
66012,2013-10-23,23,October,2013,24,Youth (<25),M,France,Garonne (Haute),Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,340,713,1053
110777,2015-09-30,30,September,2015,55,Adults (35-64),F,Germany,Hamburg,Bikes,Touring Bikes,"Touring-2000 Blue, 50",1,755,1215,375,755,1130
110928,2013-11-16,16,November,2013,42,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 46",1,755,1215,436,755,1191
40035,2015-11-17,17,November,2015,28,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,341,208,549
106610,2016-10-05,10,May,2016,19,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,2,1,4,6,2,8
92277,2016-04-28,28,April,2016,26,Young Adults (25-34),F,Germany,Hessen,Accessories,Tires and Tubes,LL Mountain Tire,2,9,25,29,18,47
33861,2015-08-16,16,August,2015,42,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35,471,351,822
7431,2015-06-09,6,September,2015,36,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,20,14,34
68000,2013-10-03,10,March,2013,29,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,396,713,1109
47884,2013-12-09,12,September,2013,18,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",17,42,54,167,714,881
106807,2014-09-04,9,April,2014,42,Adults (35-64),F,Germany,Hamburg,Accessories,Tires and Tubes,Touring Tire Tube,17,2,5,45,34,79
56708,2013-06-12,6,December,2013,40,Adults (35-64),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,630,1252,1882
47216,2014-04-25,25,April,2014,32,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",22,38,50,22,836,858
57691,2015-12-18,18,December,2015,43,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
91590,2016-05-20,20,May,2016,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,3,2,5,7,6,13
87716,2014-05-16,16,May,2014,39,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,1,2,3
11501,2016-01-02,1,February,2016,44,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,15,10,25
63013,2015-10-09,10,September,2015,26,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-650 Black, 52",1,487,783,108,487,595
60596,2012-07-27,27,July,2012,23,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,154,688,842
72252,2014-04-19,19,April,2014,31,Young Adults (25-34),M,United States,California,Clothing,Shorts,"Women's Mountain Shorts, M",20,26,70,852,520,1372
60041,2015-12-09,12,September,2015,23,Youth (<25),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 52",3,2171,3578,3792,6513,10305
111370,2013-01-07,1,July,2013,19,Youth (<25),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-1000 Blue, 54",1,1482,2384,592,1482,2074
91730,2013-10-18,18,October,2013,41,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
98673,2016-09-04,9,April,2016,19,Youth (<25),F,France,Essonne,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,6,7,13
54405,2015-05-25,25,May,2015,24,Youth (<25),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
47122,2014-03-01,3,January,2014,44,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",30,38,50,345,1140,1485
70341,2011-09-15,15,September,2011,41,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",3,2171,3578,1860,6513,8373
71794,2013-08-23,23,August,2013,55,Adults (35-64),F,Australia,New South Wales,Clothing,Shorts,"Women's Mountain Shorts, S",10,26,70,349,260,609
44171,2016-05-05,5,May,2016,20,Youth (<25),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",3,42,54,15,126,141
85557,2013-11-15,15,November,2013,50,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,Mountain Tire Tube,12,2,5,23,24,47
92178,2014-04-03,4,March,2014,34,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,20,20,40
77793,2016-01-21,21,January,2016,36,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,Touring Tire,4,11,29,44,44,88
49619,2015-07-23,23,July,2015,36,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-100 Black, 44",2,1898,3375,2684,3796,6480
40420,2013-11-27,27,November,2013,39,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,272,247,519
104140,2014-06-15,15,June,2014,21,Youth (<25),M,Australia,South Australia,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,8,12,20
54409,2016-10-02,10,February,2016,24,Youth (<25),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,1489,2504,3993
39635,2016-03-18,18,March,2016,42,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,14,13,27
32204,2014-06-20,20,June,2014,42,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,35,26,61
46191,2015-07-08,7,August,2015,67,Seniors (64+),M,Germany,Hamburg,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",1,38,50,9,38,47
106948,2014-02-02,2,February,2014,27,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,LL Road Tire,28,8,21,340,224,564
94740,2013-02-10,2,October,2013,22,Youth (<25),F,Australia,Queensland,Accessories,Tires and Tubes,HL Mountain Tire,10,13,35,164,130,294
72641,2016-03-18,18,March,2016,36,Adults (35-64),F,United States,Washington,Clothing,Shorts,"Women's Mountain Shorts, M",5,26,70,143,130,273
92451,2016-05-17,17,May,2016,29,Young Adults (25-34),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,6,9,15
75072,2015-10-22,22,October,2015,33,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,9,16,25
67329,2016-02-23,23,February,2016,26,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,154,688,842
112039,2016-10-06,10,June,2016,31,Young Adults (25-34),F,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Blue, 46",1,1482,2384,807,1482,2289
94843,2013-04-11,4,November,2013,37,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,2,1,4,6,2,8
34735,2016-03-02,3,February,2016,48,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,157,117,274
55691,2015-08-04,8,April,2015,34,Young Adults (25-34),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,961,1266,2227
41570,2014-07-03,7,March,2014,30,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,597,377,974
86519,2013-09-28,28,September,2013,86,Seniors (64+),F,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,5,9,14
4818,2014-05-31,31,May,2014,22,Youth (<25),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5
94800,2014-05-20,20,May,2014,24,Youth (<25),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,6,8,14
22780,2014-02-24,24,February,2014,26,Young Adults (25-34),F,United Kingdom,England,Accessories,Cleaners,Bike Wash - Dissolver,17,3,8,80,51,131
28278,2014-01-24,24,January,2014,43,Adults (35-64),M,Germany,Nordrhein-Westfalen,Clothing,Gloves,"Half-Finger Gloves, M",7,9,24,83,63,146
9274,2013-09-11,9,November,2013,41,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,33,34,67
89888,2013-07-11,7,November,2013,22,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,29,1,4,86,29,115
17471,2016-01-19,19,January,2016,42,Adults (35-64),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,7,7,9,5,49,54
6578,2013-12-23,23,December,2013,32,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,23,16,39
83304,2015-03-07,3,July,2015,22,Youth (<25),M,Australia,Victoria,Accessories,Tires and Tubes,Touring Tire Tube,7,2,5,14,14,28
41857,2016-08-02,8,February,2016,44,Adults (35-64),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,161,143,304
38124,2013-12-14,14,December,2013,39,Adults (35-64),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,31,26,57
7842,2013-12-26,26,December,2013,45,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,84,58,142
37800,2014-04-24,24,April,2014,43,Adults (35-64),M,Germany,Bayern,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,498,299,797
66938,2012-05-14,14,May,2012,34,Young Adults (25-34),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,713,1120,411,1426,1837
38629,2015-12-26,26,December,2015,60,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,243,221,464
47386,2014-04-29,29,April,2014,39,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",3,42,54,33,126,159
57337,2011-09-07,9,July,2011,48,Adults (35-64),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",3,1266,2320,1631,3798,5429
85361,2014-07-24,24,July,2014,33,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,9,9,18
34480,2013-11-30,30,November,2013,33,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35,585,351,936
69857,2016-05-22,22,May,2016,26,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 52",3,487,783,395,1461,1856
59188,2012-02-08,2,August,2012,24,Youth (<25),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,2528,4342,6870
66475,2016-03-14,14,March,2016,24,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,620,2171,2791
11269,2014-06-20,20,June,2014,40,Adults (35-64),M,Germany,Saarland,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,76,72,148
49318,2014-04-02,4,February,2014,32,Young Adults (25-34),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-100 Black, 48",1,1898,3375,937,1898,2835
43425,2016-03-28,28,March,2016,58,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",15,42,54,164,630,794
64365,2016-01-25,25,January,2016,26,Young Adults (25-34),F,France,Seine (Paris),Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,448,1555,2003
8641,2014-01-19,19,January,2014,40,Adults (35-64),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,19,20,39
104471,2015-11-25,25,November,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,26,1,4,76,26,102
38338,2014-04-19,19,April,2014,35,Adults (35-64),M,Germany,Bayern,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,520,312,832
69026,2012-06-08,6,August,2012,25,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 52",2,1519,2443,1799,3038,4837
106987,2016-10-07,10,July,2016,27,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,LL Road Tire,28,8,21,340,224,564
42118,2014-06-16,16,June,2014,35,Adults (35-64),M,United States,Washington,Accessories,Hydration Packs,Hydration Pack - 70 oz.,21,21,55,460,441,901
62174,2013-11-22,22,November,2013,27,Young Adults (25-34),M,Germany,Hessen,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,499,1083,1582
102802,2014-05-06,5,June,2014,44,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,60,24,84
21124,2013-12-25,25,December,2013,17,Youth (<25),M,France,Essonne,Clothing,Caps,AWC Logo Cap,19,7,9,31,133,164
26168,2014-05-30,30,May,2014,23,Youth (<25),M,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,27,8,22,301,216,517
71625,2015-12-21,21,December,2015,25,Young Adults (25-34),M,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, M",8,26,70,346,208,554
111209,2016-04-27,27,April,2016,31,Young Adults (25-34),F,United States,Washington,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,378,1482,1860
74456,2013-10-09,10,September,2013,44,Adults (35-64),F,Australia,Queensland,Clothing,Socks,"Racing Socks, L",3,3,9,14,9,23
3050,2013-10-30,30,October,2013,40,Adults (35-64),F,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,21,16,37
12870,2013-09-11,9,November,2013,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83
49763,2011-01-29,29,January,2011,23,Youth (<25),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",4,1266,2320,3010,5064,8074
108247,2016-04-16,16,April,2016,23,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5,42,30,72
39982,2014-05-15,15,May,2014,20,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,341,208,549
54514,2014-02-26,26,February,2014,31,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1008,1266,2274
55695,2015-12-09,12,September,2015,34,Young Adults (25-34),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1922,2532,4454
30606,2013-03-11,3,November,2013,27,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,249,221,470
41441,2016-11-06,11,June,2016,41,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,297,221,518
80534,2015-02-08,2,August,2015,51,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,LL Road Tire,2,8,21,24,16,40
18596,2014-07-21,21,July,2014,28,Young Adults (25-34),M,United States,California,Clothing,Caps,AWC Logo Cap,27,7,9,49,189,238
28175,2015-08-11,8,November,2015,32,Young Adults (25-34),M,France,Seine (Paris),Clothing,Gloves,"Half-Finger Gloves, S",15,9,24,160,135,295
92349,2016-05-07,5,July,2016,41,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,LL Mountain Tire,26,9,25,410,234,644
65654,2012-11-27,27,November,2012,56,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,154,688,842
87766,2016-09-03,9,March,2016,30,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,28,1,4,69,28,97
111968,2014-07-04,7,April,2014,61,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-3000 Yellow, 44",1,461,742,266,461,727
46510,2013-12-28,28,December,2013,34,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",10,38,50,10,380,390
38042,2013-10-20,20,October,2013,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,87,52,139
43507,2015-08-12,8,December,2015,23,Youth (<25),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",1,42,54,1,42,43
27893,2016-11-06,11,June,2016,26,Young Adults (25-34),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, L",3,9,24,44,27,71
29596,2014-02-26,26,February,2014,40,Adults (35-64),F,United States,California,Clothing,Gloves,"Half-Finger Gloves, M",11,9,24,160,99,259
83525,2013-11-26,26,November,2013,55,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5,42,44,86
76138,2016-06-02,6,February,2016,34,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,21,22,43
103252,2013-09-24,24,September,2013,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,8,8,16
71829,2015-09-21,21,September,2015,57,Adults (35-64),F,United Kingdom,England,Clothing,Shorts,"Women's Mountain Shorts, L",1,26,70,41,26,67
38213,2016-06-06,6,June,2016,28,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,366,273,639
57653,2016-07-01,7,January,2016,41,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,1008,1266,2274
57648,2012-05-23,23,May,2012,41,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1994,2504,4498
105261,2014-04-30,30,April,2014,34,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,6,2,5,14,12,26
96737,2014-01-23,23,January,2014,50,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,LL Road Tire,5,8,21,42,40,82
38965,2016-03-19,19,March,2016,52,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,288,182,470
98424,2016-07-25,25,July,2016,18,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5,83,56,139
71463,2011-11-01,11,January,2011,61,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,2671,4342,7013
46342,2014-04-16,16,April,2014,56,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",2,42,54,22,84,106
97961,2015-11-07,11,July,2015,51,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,Touring Tire Tube,10,2,5,20,20,40
104025,2015-09-27,27,September,2015,21,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,28,1,2,21,28,49
70301,2015-12-21,21,December,2015,28,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 56",3,2171,3578,2504,6513,9017
1430,2014-03-15,15,March,2014,23,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,59,50,109
109389,2016-07-06,7,June,2016,46,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",2,1482,2384,1613,2964,4577
85084,2013-06-09,6,September,2013,57,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,27,11,38
20429,2016-01-06,1,June,2016,56,Adults (35-64),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,22,7,9,42,154,196
68194,2013-02-22,22,February,2013,33,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,550,1083,1633
49680,2013-07-26,26,July,2013,28,Young Adults (25-34),F,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,630,1252,1882
24445,2016-06-26,26,June,2016,26,Young Adults (25-34),F,United States,California,Accessories,Fenders,Fender Set - Mountain,8,8,22,108,64,172
44525,2015-11-14,14,November,2015,29,Young Adults (25-34),M,France,Loiret,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",29,38,50,189,1102,1291
8970,2013-09-12,9,December,2013,46,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,25,28,53
69313,2015-12-10,12,October,2015,35,Adults (35-64),M,Germany,Saarland,Bikes,Road Bikes,"Road-750 Black, 58",3,344,540,296,1032,1328
19066,2013-10-31,31,October,2013,24,Youth (<25),F,United States,California,Clothing,Caps,AWC Logo Cap,23,7,9,42,161,203
24969,2015-12-16,16,December,2015,32,Young Adults (25-34),M,France,Seine (Paris),Accessories,Fenders,Fender Set - Mountain,28,8,22,281,224,505
91374,2013-10-15,15,October,2013,20,Youth (<25),M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,16,1,4,36,16,52
83887,2016-11-05,11,May,2016,32,Young Adults (25-34),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,30,2,5,87,60,147
107587,2015-12-26,26,December,2015,49,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5,17,12,29
52002,2012-08-03,8,March,2012,39,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,1505,2532,4037
112028,2014-06-25,25,June,2014,33,Young Adults (25-34),M,Germany,Hamburg,Bikes,Touring Bikes,"Touring-3000 Yellow, 50",1,461,742,229,461,690
44017,2015-09-23,23,September,2015,49,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",18,42,54,177,756,933
79759,2013-08-15,15,August,2013,37,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,LL Mountain Tire,20,9,25,215,180,395
15780,2016-03-31,31,March,2016,31,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,35,32,67
53791,2016-03-17,17,March,2016,44,Adults (35-64),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,1134,2532,3666
53208,2013-07-09,7,September,2013,33,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
81813,2014-06-24,24,June,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,25,11,30,468,275,743
76884,2014-05-04,5,April,2014,36,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,20,2,5,38,40,78
62034,2014-03-20,20,March,2014,26,Young Adults (25-34),F,France,Nord,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,261,713,974
3686,2016-02-04,2,April,2016,19,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,38,26,64
43260,2014-07-01,7,January,2014,52,Adults (35-64),F,Germany,Saarland,Accessories,Hydration Packs,Hydration Pack - 70 oz.,25,21,55,603,525,1128
82248,2016-09-05,9,May,2016,27,Young Adults (25-34),F,United States,Oregon,Accessories,Tires and Tubes,HL Mountain Tire,19,13,35,325,247,572
15736,2013-11-12,11,December,2013,23,Youth (<25),M,Australia,Tasmania,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,31,30,61
30067,2016-02-27,27,February,2016,57,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,238,143,381
112332,2013-12-15,15,December,2013,19,Youth (<25),F,France,Essonne,Clothing,Vests,"Classic Vest, S",18,24,64,674,432,1106
51495,2016-06-27,27,June,2016,50,Adults (35-64),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018
111341,2015-08-18,18,August,2015,34,Young Adults (25-34),F,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Yellow, 50",1,461,742,251,461,712
4103,2014-03-23,23,March,2014,40,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,27,15,42
5365,2016-03-27,27,March,2016,31,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,15,10,25
26839,2015-09-09,9,September,2015,53,Adults (35-64),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,5,8,22,69,40,109
40354,2014-03-19,19,March,2014,57,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,186,169,355
20166,2014-12-01,12,January,2014,40,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,24,7,9,44,168,212
1064,2016-10-04,10,April,2016,50,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,47,40,87
23046,2014-02-16,16,February,2014,41,Adults (35-64),F,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,3,3,8,10,9,19
